"title","industry","genre","year","director","cast","rating","description","poster_url"
"Inkaar","Bollywood","Drama Romance","2013","Sudhir Mishra","Arjun Rampal, Chitrangda Singh, Vipin Sharma, Mithun Rodwittiya","5.3","A Bollywood Drama Romance film released in 2013, directed by Sudhir Mishra and starring Arjun Rampal, Chitrangda Singh, Vipin Sharma, Mithun Rodwittiya.",""
"Hum Hai Raahi CAR Ke","Bollywood","Adventure Romance","2013","Jyotin Goel","Anupam Kher, Sanjay Dutt, Juhi Chawla, Rati Agnihotri","4.4","A Bollywood Adventure Romance film released in 2013, directed by Jyotin Goel and starring Anupam Kher, Sanjay Dutt, Juhi Chawla, Rati Agnihotri.",""
"Miley - Naa Miley - Hum","Bollywood","Comedy Drama Romance","2011","Tanveer Khan","Chirag Paswan, Kangana Ranaut, Neeru Bajwa, Sagarika Ghatge","4.4","A Bollywood Comedy Drama Romance film released in 2011, directed by Tanveer Khan and starring Chirag Paswan, Kangana Ranaut, Neeru Bajwa, Sagarika Ghatge.",""
"Matru ki Bijlee ka Mandola","Bollywood","Comedy Drama","2013","Vishal Bhardwaj","Imran Khan, Anushka Sharma, Pankaj Kapur, Lekha Washington","5.3","A Bollywood Comedy Drama film released in 2013, directed by Vishal Bhardwaj and starring Imran Khan, Anushka Sharma, Pankaj Kapur, Lekha Washington.",""
"Shakal Pe Mat Ja","Bollywood","Comedy Crime Drama","2011","Shubh","Shubh, Pratik Katare, Harsh Parekh, Chitrak Bandyopadhyay","4.4","A Bollywood Comedy Crime Drama film released in 2011, directed by Shubh and starring Shubh, Pratik Katare, Harsh Parekh, Chitrak Bandyopadhyay.",""
"Chennai Express","Bollywood","Action Comedy Romance","2013","Rohit Shetty","Deepika Padukone, Shah Rukh Khan, Satyaraj, Nikitin Dheer","10.7","A Bollywood Action Comedy Romance film released in 2013, directed by Rohit Shetty and starring Deepika Padukone, Shah Rukh Khan, Satyaraj, Nikitin Dheer.",""
"Dabangg 2","Bollywood","Action Comedy Drama","2012","Arbaaz Khan","Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna","10.7","A Bollywood Action Comedy Drama film released in 2012, directed by Arbaaz Khan and starring Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna.",""
"Jo Hum Chahein","Bollywood","Drama Romance","2011","Pawan Gill","Sunny Gill, Simran Kaur Mundi, Alyy Khan, Achint Kaur","4.4","A Bollywood Drama Romance film released in 2011, directed by Pawan Gill and starring Sunny Gill, Simran Kaur Mundi, Alyy Khan, Achint Kaur.",""
"Ferrari Ki Sawaari","Bollywood","Crime Family Sport","2012","Rajesh Mapuskar","Sharman Joshi, Boman Irani, Ritwik Sahore, Paresh Rawal","8","A Bollywood Crime Family Sport film released in 2012, directed by Rajesh Mapuskar and starring Sharman Joshi, Boman Irani, Ritwik Sahore, Paresh Rawal.",""
"Ekk Deewana Tha","Bollywood","Romance","2012","Gautham Menon","Prateik, Amy Jackson, Sachin Khedekar, Manu Rishi Chadha","5.3","A Bollywood Romance film released in 2012, directed by Gautham Menon and starring Prateik, Amy Jackson, Sachin Khedekar, Manu Rishi Chadha.",""
"Tere Naal Love Ho Gaya","Bollywood","Comedy Romance","2012","Mandeep Kumar","Ritesh Deshmukh, Genelia D'Souza, Om Puri, Tinnu Anand","6.2","A Bollywood Comedy Romance film released in 2012, directed by Mandeep Kumar and starring Ritesh Deshmukh, Genelia D'Souza, Om Puri, Tinnu Anand.",""
"Lanka","Bollywood","Action Crime Drama","2011","Maqbool Khan","Manoj Bajpayee, Arjan Bajwa, Tia Bajpai, Yashpal Sharma","4.4","A Bollywood Action Crime Drama film released in 2011, directed by Maqbool Khan and starring Manoj Bajpayee, Arjan Bajwa, Tia Bajpai, Yashpal Sharma.",""
"3 Nights 4 Days","Bollywood","Romance","2009","Devang Dholakia","Hrishitaa Bhatt, Anuj Sawhney","4.4","A Bollywood Romance film released in 2009, directed by Devang Dholakia and starring Hrishitaa Bhatt, Anuj Sawhney.",""
"Raaz 3: The Third Dimension","Bollywood","Horror Romance Thriller","2012","Vikram Bhatt","Emraan Hashmi, Bipasha Basu, Esha Gupta, Manish Chaudhary","9.8","A Bollywood Horror Romance Thriller film released in 2012, directed by Vikram Bhatt and starring Emraan Hashmi, Bipasha Basu, Esha Gupta, Manish Chaudhary.",""
"Koi Hai","Bollywood","Drama Horror","2003","Rajiv S. Ruia","Aman Verma, Shweta Menon, Rinku Ghosh, Roop Kumar Rathod","4.4","A Bollywood Drama Horror film released in 2003, directed by Rajiv S. Ruia and starring Aman Verma, Shweta Menon, Rinku Ghosh, Roop Kumar Rathod.",""
"Yeh Jo Mohabbat Hai","Bollywood","Drama","2012","Shree Narayan Singh","Rati Agnihotri, Mohnish Bahl, Nazia Hussain, Farida Jalal","4.4","A Bollywood Drama film released in 2012, directed by Shree Narayan Singh and starring Rati Agnihotri, Mohnish Bahl, Nazia Hussain, Farida Jalal.",""
"Zindagi Tere Naam","Bollywood","Romance","2012","Ashu Trikha","Mithun Chakraborty, Ranjeeta Kaur, Sajid Ali, Supriya Karnik","4.4","A Bollywood Romance film released in 2012, directed by Ashu Trikha and starring Mithun Chakraborty, Ranjeeta Kaur, Sajid Ali, Supriya Karnik.",""
"Khiladi 786","Bollywood","Action Comedy","2012","Ashish R. Mohan","Akshay Kumar, Asin, Raj Babbar, Vipin Bakshi","7.1","A Bollywood Action Comedy film released in 2012, directed by Ashish R. Mohan and starring Akshay Kumar, Asin, Raj Babbar, Vipin Bakshi.",""
"Cocktail","Bollywood","Comedy Drama Romance","2012","Homi Adajania","Deepika Padukone, Saif Ali Khan, Randeep Hooda, Boman Irani","8.9","A Bollywood Comedy Drama Romance film released in 2012, directed by Homi Adajania and starring Deepika Padukone, Saif Ali Khan, Randeep Hooda, Boman Irani.",""
"Student of the Year","Bollywood","Comedy Romance","2012","Karan Johar","Sidharth Malhotra, Alia Bhatt, Varun Dhawan, Rishi Kapoor","8","A Bollywood Comedy Romance film released in 2012, directed by Karan Johar and starring Sidharth Malhotra, Alia Bhatt, Varun Dhawan, Rishi Kapoor.",""
"Ghost","Bollywood","Horror","2012","Puja Bedi","Shiney Ahuja, Sayali Bhagat, Julia Bliss, Tabrez Khan","5.3","A Bollywood Horror film released in 2012, directed by Puja Bedi and starring Shiney Ahuja, Sayali Bhagat, Julia Bliss, Tabrez Khan.",""
"Jab Tak Hai Jaan","Bollywood","Drama Romance","2012","Yash Chopra","Shah Rukh Khan, Katrina Kaif, Anushka Sharma, June Smith","8.9","A Bollywood Drama Romance film released in 2012, directed by Yash Chopra and starring Shah Rukh Khan, Katrina Kaif, Anushka Sharma, June Smith.",""
"Yeh Jawaani Hai Deewani","Bollywood","Drama Musical Romance","2013","Ayan Mukherjee","Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin","10.7","A Bollywood Drama Musical Romance film released in 2013, directed by Ayan Mukherjee and starring Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin.",""
"Son of Sardaar","Bollywood","Action Comedy Romance","2012","Ashwani Dhir","Ajay Devgn, Sanjay Dutt, Sonakshi Sinha, Juhi Chawla","8.9","A Bollywood Action Comedy Romance film released in 2012, directed by Ashwani Dhir and starring Ajay Devgn, Sanjay Dutt, Sonakshi Sinha, Juhi Chawla.",""
"English Vinglish","Bollywood","Comedy Drama Family","2012","Gauri Shinde","Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand","8","A Bollywood Comedy Drama Family film released in 2012, directed by Gauri Shinde and starring Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand.",""
"Hansa","Bollywood","Drama","2012","Manav Kaul","Trimala Adhikari, Abhay Joshi, Ashish Kumar, Kumud Mishra","4.4","A Bollywood Drama film released in 2012, directed by Manav Kaul and starring Trimala Adhikari, Abhay Joshi, Ashish Kumar, Kumud Mishra.",""
"Chaalis Chauraasi","Bollywood","Comedy Crime","2012","Hriday Shetty","Shweta Bhardwaj, Reetu Jain, Arbaaz Ali Khan, Ravi Kishan","4.4","A Bollywood Comedy Crime film released in 2012, directed by Hriday Shetty and starring Shweta Bhardwaj, Reetu Jain, Arbaaz Ali Khan, Ravi Kishan.",""
"From Sydney with Love","Bollywood","Comedy Romance","2012","Prateek Chakravorty","Bidita Bag, Ronjini Chakraborty, Sabyasachi Chakraborty, Prateek Chakravorty","4.4","A Bollywood Comedy Romance film released in 2012, directed by Prateek Chakravorty and starring Bidita Bag, Ronjini Chakraborty, Sabyasachi Chakraborty, Prateek Chakravorty.",""
"Department","Bollywood","Action","2012","Ram Gopal Varma","Amitabh Bachchan, Rana Daggubati, Sanjay Dutt, Nathalia Kaur","4.4","A Bollywood Action film released in 2012, directed by Ram Gopal Varma and starring Amitabh Bachchan, Rana Daggubati, Sanjay Dutt, Nathalia Kaur.",""
"Luv Shuv Tey Chicken Khurana","Bollywood","Comedy","2012","Sameer Sharma","Kunal Kapoor, Huma Qureshi, Vinod Nagpal, Rajesh Sharma","5.3","A Bollywood Comedy film released in 2012, directed by Sameer Sharma and starring Kunal Kapoor, Huma Qureshi, Vinod Nagpal, Rajesh Sharma.",""
"Unforgettable","Bollywood","Drama Romance","2014","Arshad Yusuf Pathan","Usha Bachani, Hazel Croney, Pablo Gonzalez, Patrick Haider","4.4","A Bollywood Drama Romance film released in 2014, directed by Arshad Yusuf Pathan and starring Usha Bachani, Hazel Croney, Pablo Gonzalez, Patrick Haider.",""
"Shirin Farhad Ki Toh Nikal Padi","Bollywood","Romance","2012","Bela Segal","Kavin Dave, Kurush Deboo, Boman Irani, Daisy Irani","5.3","A Bollywood Romance film released in 2012, directed by Bela Segal and starring Kavin Dave, Kurush Deboo, Boman Irani, Daisy Irani.",""
"Gali Gali Chor Hai","Bollywood","Drama","2012","Rumi Jaffery","Mohit Baghet, Sahaj Bradoria, Mugdha Godse, Shalin Gupta","4.4","A Bollywood Drama film released in 2012, directed by Rumi Jaffery and starring Mohit Baghet, Sahaj Bradoria, Mugdha Godse, Shalin Gupta.",""
"Login","Bollywood","Drama Thriller","2012","Sanjeev Reddy","Himanshu Bhatt, Roy Radhika, Akkash Basnet, Rashmi Gautam","4.4","A Bollywood Drama Thriller film released in 2012, directed by Sanjeev Reddy and starring Himanshu Bhatt, Roy Radhika, Akkash Basnet, Rashmi Gautam.",""
"Staying Alive","Bollywood","Drama","2012","Anant Mahadevan","Khan Jahangir Khan, Anant Mahadevan, Navni Parihar, Chandan Sanyal","4.4","A Bollywood Drama film released in 2012, directed by Anant Mahadevan and starring Khan Jahangir Khan, Anant Mahadevan, Navni Parihar, Chandan Sanyal.",""
"Daal Mein kuch kaala hai","Bollywood","Comedy","2012","Anand Balraj","Anand Balraj, Sudesh Berry, Kishore Anand Bhanushali, Raj Singh Chaudhary","4.4","A Bollywood Comedy film released in 2012, directed by Anand Balraj and starring Anand Balraj, Sudesh Berry, Kishore Anand Bhanushali, Raj Singh Chaudhary.",""
"Station","Bollywood","Crime Drama Thriller","2014","Saad Khan","Kanika Batra, Gulshan Grover, Rohiet Nair, Sameer Kevin Roy","4.4","A Bollywood Crime Drama Thriller film released in 2014, directed by Saad Khan and starring Kanika Batra, Gulshan Grover, Rohiet Nair, Sameer Kevin Roy.",""
"Chaar Din Ki Chandni","Bollywood","Comedy Romance","2012","Samir Karnik","Rana Jung Bahadur, Mukul Dev, Harish, Farida Jalal","4.4","A Bollywood Comedy Romance film released in 2012, directed by Samir Karnik and starring Rana Jung Bahadur, Mukul Dev, Harish, Farida Jalal.",""
"Jodi Breakers","Bollywood","Comedy Musical Romance","2012","Ashwini Chaudhary","Bipasha Basu, Helen, Pradeep Kharab, Madhavan","5.3","A Bollywood Comedy Musical Romance film released in 2012, directed by Ashwini Chaudhary and starring Bipasha Basu, Helen, Pradeep Kharab, Madhavan.",""
"Maharana Pratap: The First Freedom Fighter","Bollywood","Action War","2012","Pradeep Kumawat","Narayan Singh Sisodia, Kuldeep Chaturvedi, Payal Kumawat, Naveen Jinger","4.4","A Bollywood Action War film released in 2012, directed by Pradeep Kumawat and starring Narayan Singh Sisodia, Kuldeep Chaturvedi, Payal Kumawat, Naveen Jinger.",""
"Aashiqui 2","Bollywood","Drama Music Musical","2013","Mohit Suri","Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya","10.7","A Bollywood Drama Music Musical film released in 2013, directed by Mohit Suri and starring Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya.",""
"Chakradhaar","Bollywood","Action","2012","Dharam Prakash, Shakur Sir","Abishek Anand, Zakir Hussain, Darshan Jariwala, Vidya Malvade","4.4","A Bollywood Action film released in 2012, directed by Dharam Prakash, Shakur Sir and starring Abishek Anand, Zakir Hussain, Darshan Jariwala, Vidya Malvade.",""
"Machhli Jal Ki Rani Hai","Bollywood","Horror","2014","Debaloy Dey","Swara Bhaskar, Reema Debnath, Saurabh Dubey, Hritu","4.4","A Bollywood Horror film released in 2014, directed by Debaloy Dey and starring Swara Bhaskar, Reema Debnath, Saurabh Dubey, Hritu.",""
"Myoho","Bollywood","Drama","2012","Ranjan Shandilya","Kanwaljit Singh, Yashpal Sharma, Malay Chakrabarty, Brijendra Kala","4.4","A Bollywood Drama film released in 2012, directed by Ranjan Shandilya and starring Kanwaljit Singh, Yashpal Sharma, Malay Chakrabarty, Brijendra Kala.",""
"Kai po che!","Bollywood","Drama Sport","2013","Abhishek Kapoor","Asif Basra, Digvijay Deshmukh, Manav Kaul, Amrita Puri","8","A Bollywood Drama Sport film released in 2013, directed by Abhishek Kapoor and starring Asif Basra, Digvijay Deshmukh, Manav Kaul, Amrita Puri.",""
"Issaq","Bollywood","Drama","2013","Manish Tiwary","Malini Awasthi, Sandeep Bose, Amyra Dastur, Makrand Deshpande","4.4","A Bollywood Drama film released in 2013, directed by Manish Tiwary and starring Malini Awasthi, Sandeep Bose, Amyra Dastur, Makrand Deshpande.",""
"Goliyon Ki Rasleela Ram-Leela","Bollywood","Drama Musical Romance","2013","Sanjay Leela Bhansali","Deepika Padukone, Ranveer Singh, Supriya Pathak, Sharad Kelkar","8.9","A Bollywood Drama Musical Romance film released in 2013, directed by Sanjay Leela Bhansali and starring Deepika Padukone, Ranveer Singh, Supriya Pathak, Sharad Kelkar.",""
"Main Aur Mr. Riight","Bollywood","Comedy Romance","2014","Adeeb Rais","Barun Sobti, Shenaz Treasury, Kavi Shastri, Danny Sura","4.4","A Bollywood Comedy Romance film released in 2014, directed by Adeeb Rais and starring Barun Sobti, Shenaz Treasury, Kavi Shastri, Danny Sura.",""
"Identity Card","Bollywood","Comedy Drama Sci-Fi","2014","Rahat Kazmi","Tia Bajpai, Brijendra Kala, Prashaant Kumar, Vipin Sharma","4.4","A Bollywood Comedy Drama Sci-Fi film released in 2014, directed by Rahat Kazmi and starring Tia Bajpai, Brijendra Kala, Prashaant Kumar, Vipin Sharma.",""
"1920: Evil Returns","Bollywood","Drama Horror Romance","2012","Bhushan Patel","Vicky Ahuja, Tia Bajpai, Sharad Kelkar, Vidya Malvade","8","A Bollywood Drama Horror Romance film released in 2012, directed by Bhushan Patel and starring Vicky Ahuja, Tia Bajpai, Sharad Kelkar, Vidya Malvade.",""
"Baat Bann Gayi","Bollywood","Comedy Romance","2013","Shuja Ali","Anisa Butt, Ali Fazal, Gulshan Grover, Razzak Khan","4.4","A Bollywood Comedy Romance film released in 2013, directed by Shuja Ali and starring Anisa Butt, Ali Fazal, Gulshan Grover, Razzak Khan.",""
"3 Bachelors","Bollywood","Comedy Romance","2012","Ajai Sinha","Sharman Joshi, Negar Khan, Nigaar Khan, Manish Nagpal","4.4","A Bollywood Comedy Romance film released in 2012, directed by Ajai Sinha and starring Sharman Joshi, Negar Khan, Nigaar Khan, Manish Nagpal.",""
"Listen... Amaya","Bollywood","Drama","2013","Avinash Kumar Singh","Farooq Shaikh, Deepti Naval, Swara Bhaskar, Amala Akkineni","4.4","A Bollywood Drama film released in 2013, directed by Avinash Kumar Singh and starring Farooq Shaikh, Deepti Naval, Swara Bhaskar, Amala Akkineni.",""
"Lootera","Bollywood","Drama Romance","2013","Vikramaditya Motwane","Ranveer Singh, Sonakshi Sinha, Adil Hussain, Vikrant Massey","5.3","A Bollywood Drama Romance film released in 2013, directed by Vikramaditya Motwane and starring Ranveer Singh, Sonakshi Sinha, Adil Hussain, Vikrant Massey.",""
"Tutiya Dil","Bollywood","Romance","2012","Amit Khanna","Sidhant Kapur, Iris Maity, Suzanna Mukherjee, Nikhil Sabharwal","4.4","A Bollywood Romance film released in 2012, directed by Amit Khanna and starring Sidhant Kapur, Iris Maity, Suzanna Mukherjee, Nikhil Sabharwal.",""
"Jism 2","Bollywood","Drama Romance Thriller","2012","Pooja Bhatt","Randeep Hooda, Sunny Leone, Arunoday Singh, Junayeed Bin Fakhrul","8","A Bollywood Drama Romance Thriller film released in 2012, directed by Pooja Bhatt and starring Randeep Hooda, Sunny Leone, Arunoday Singh, Junayeed Bin Fakhrul.",""
"Table No. 21","Bollywood","Adventure Thriller","2013","Aditya Datt","Paresh Rawal, Rajeev Khandelwal, Tina Desai, Dhruv Ganesh","6.2","A Bollywood Adventure Thriller film released in 2013, directed by Aditya Datt and starring Paresh Rawal, Rajeev Khandelwal, Tina Desai, Dhruv Ganesh.",""
"Mere Dost Picture Abhi Baaki Hai","Bollywood","Comedy","2012","Rajnish Thakur","Sunil Shetty, Udita Goswami, Rajpal Yadav, Mukesh Ahuja","4.4","A Bollywood Comedy film released in 2012, directed by Rajnish Thakur and starring Sunil Shetty, Udita Goswami, Rajpal Yadav, Mukesh Ahuja.",""
"Siyaah..","Bollywood","Horror","2012","Aziz Naser","Habeeb Aidroos, Zarine Ali, Madhulagna Das, Faheem Ul Haq","4.4","A Bollywood Horror film released in 2012, directed by Aziz Naser and starring Habeeb Aidroos, Zarine Ali, Madhulagna Das, Faheem Ul Haq.",""
"Shudra the Rising","Bollywood","History","2012","Sanjiv Jaiswal","Habib Aazmi, Priya Annatram, Pravin Baby, Mahesh Balraj","4.4","A Bollywood History film released in 2012, directed by Sanjiv Jaiswal and starring Habib Aazmi, Priya Annatram, Pravin Baby, Mahesh Balraj.",""
"Cheenti Cheenti Bang Bang","Bollywood","Animation Family","2008","R.D. Mallik","Asrani, Mahesh Manjrekar, Anjan Srivastav, Ashish Vidyarthi","4.4","A Bollywood Animation Family film released in 2008, directed by R.D. Mallik and starring Asrani, Mahesh Manjrekar, Anjan Srivastav, Ashish Vidyarthi.",""
"Aalaap","Bollywood","Sci-Fi","2012","Manish Manikpuri","Omkar Das Manikpuri, Ashish Patil, Pitobash, Amit Purohit","4.4","A Bollywood Sci-Fi film released in 2012, directed by Manish Manikpuri and starring Omkar Das Manikpuri, Ashish Patil, Pitobash, Amit Purohit.",""
"2 Nights in Soul Valley","Bollywood","Adventure Horror Mystery","2012","Harish Sharma","Hemant Pandey, Sumeet Sharma, Sumeet Sharma, Aakshi Khari","4.4","A Bollywood Adventure Horror Mystery film released in 2012, directed by Harish Sharma and starring Hemant Pandey, Sumeet Sharma, Sumeet Sharma, Aakshi Khari.",""
"Blood Money","Bollywood","Action Drama Thriller","2012","Vishal Mahadkar","Manish Chaudhary, Kunal Khemu, Amrita Puri, Teeshay Shah","5.3","A Bollywood Action Drama Thriller film released in 2012, directed by Vishal Mahadkar and starring Manish Chaudhary, Kunal Khemu, Amrita Puri, Teeshay Shah.",""
"Ghanchakkar","Bollywood","Comedy Crime Thriller","2013","Raj Kumar Gupta","Vidya Balan, Emraan Hashmi, Parvin Dabas, Rajesh Sharma","5.3","A Bollywood Comedy Crime Thriller film released in 2013, directed by Raj Kumar Gupta and starring Vidya Balan, Emraan Hashmi, Parvin Dabas, Rajesh Sharma.",""
"Challo Driver","Bollywood","Comedy","2012","Vickrant Mahajan","Vickrant Mahajan, Kainaz Motivala, Prem Chopra, Deepak Arora","4.4","A Bollywood Comedy film released in 2012, directed by Vickrant Mahajan and starring Vickrant Mahajan, Kainaz Motivala, Prem Chopra, Deepak Arora.",""
